reactive variable	A variable whose value is automatically updated when some other value or values change. Reactive variables are used extensively in Shiny.
read-eval-print loop	An interactive program that reads a command typed in by a user, executes it, prints the result, and then waits patiently for the next command. REPLs are often used to explore new ideas, or for debugging.
readme	A plain text file containing important information about a project or software package.
reciprocal	The reciprocal of a number x is 1 / x, or alternatively x raised to the power of -1.
record	A group of related values that are stored together. A record may be represented as a tuple or as a row in a table; in the latter case, every record in the table has the same fields.
recurrent neural network	A class of artificial neural networks where connections between nodes can create a cycle. This allows the network to exhibit behavior that is dynamic over time. This type of network is applicable to tasks like speech and handwriting recognition.
recursion	Calling a function from within a call to that function, or defining a term using a simpler version of the same term.
recycle	To re-use values from a shorter vector in order to generate a sequence of the same length as a longer one. In Python NumPy, this is called broadcasting.
redirection	To send a request for a web page or web service to a different page or service.
refactoring	Reorganizing software without changing its behavior.
refused bequest	A Tower that extends Minion but throws NotImplemented on move(). The inheritance contract promises full support; the subclass delivers a runtime exception and an apology.
regression testing	Testing software to ensure that things which used to work have not been broken.
regular expression	A pattern for matching text, written as text itself. Regular expressions are sometimes called "regexp", "regex", or "RE", and are powerful tools for working with text.
reinforcement learning	Any machine learning algorithm which is not given specific goals to meet, but instead is given feedback on whether or not it is making progress.
reinforcement learning from human feedback	Training approach that uses human preferences to align model outputs with desired behaviors.
relational database	A database that organizes information into tables, each of which has a fixed set of named fields (shown as columns) and a variable number of records (shown as rows).
relative error	The absolute value of the difference between the actual and correct value divided by the correct value. For example, if the actual value is 9 and the correct value is 10, the relative error is 0.1. Relative error is usually more useful than absolute error.
relative path	A path whose destination is interpreted relative to some other location, such as the current working directory. A relative path is the equivalent of giving directions using terms like "straight" and "left".
relative row number	The index of a row in a displayed portion of a table, which may or may not be the same as the absolute row number within the table.
remote login	Starting an interactive session on one computer from another computer, e.g., by using SSH.
remote repository	A repository located on another computer. Tools such as Git are designed to synchronize changes between local and remote repositories in order to share work.
repository	A place where a version control system stores the files that make up a project and the metadata that describes their history.
reprex	A reproducible example. When asking questions about coding problems online or filing issues on GitHub, you should always include a reprex so others can reproduce your problem and help. The reprex package can help!
reproducible example	See reprex.
reproducible research	The practice of describing and documenting research results in such a way that another researcher or person can re-run the analysis code on the same data to obtain the same result.
required setup or teardown code	Close the socket when you're done. Check the environment variables before you start. Reset the state after every call. The object could handle all of this internally. Instead, it made it your problem.
research software engineer	Someone whose primary responsibility is to build the specialized software that other researchers depend on.
research software engineering	The practice of and methods for building the specialized software that other researchers depend on.
reserved word	A word (character string) with a distinct meaning for a programming or scripting language. Typically, reserved words cannot be used as names for variables or constants, as this would confuse the compiler or interpreter.
restructured text	A plaintext markup format used primarily in Python documentation.
retrieval-augmented generation	Architecture combining LLMs with external knowledge retrieval to ground responses in factual information.
revision	See commit.
right join	A join that combines data from two tables, A and B. Where keys in table A match keys in table B, fields are concatenated. Where a key in table B does *not* match a key in table A, columns from table A are filled with null, NA, or some other missing value signifier. Keys from table A that do not exist in table B are dropped.
roc curve	A ROC curve (Receiver Operating Characteristic curve) is a graph that displays the performance of a binary classifier at different classification thresholds. The curve is obtained by plotting the True Positive Rate (also known as Recall or Sensitivity) along the vertical axis and the False Positive Rate along the horizontal axis.
root (in a tree)	The node in a tree of which all other nodes are direct or indirect children, or equivalently the only node in the tree that has no parent.
root directory	The directory that contains everything else, either directly or indirectly. The root directory is written `/` (a bare forward slash).
root mean squared error	The square root of the mean squared error. Like the standard deviation, it is in the same units as the original data.
rotating file	A set of files used to store recent information. For example, there might be one file with results for each day of the week, so that results from last Tuesday are overwritten this Tuesday.
s	A language originally developed in Bell Labs for data analysis, statistical modeling, and graphics. R is a dialect of S.
s3	A framework for object-oriented programming in R.
s4	A framework for object-oriented programming in R.
sandbox	A testing environment that is separate from the production system, or an environment that is only allowed to perform a restricted set of operations for security reasons.
sanity check	A basic test to see if the outcome of a calculation, script or analysis makes sense or is true. This can be performed by visualisation or by simply inspecting the outcome.
scalar	A single value of a particular type, such as 1 or "a". Scalars exist in most languages, but do not really exist in R; in R, values that appear to be scalars are actually vectors of unit length.
schema	A specification of the format of a dataset, including the name, format, and content of each table.
scope	The portion of a program within which a definition can be seen and used. See closure, global variable, and local variable.
script	Originally, a program written in a language too user-friendly for "real" programmers to take seriously; the term is now synonymous with program.
search path	The list of directories that a program searches to find something. For example, the Unix shell uses the search path stored in the `PATH` variable when trying to find a program whose name it has been given.
secure shell	A protocol and the program that implements it which allows remote access to a server through a secure channel where all information is encrypted.
seed	A value used to initialize a pseudo-random number generator.
select	To choose entire columns or rows from a table by name or location.
selecting on the dependent variable bias	A study that only includes cases where the dependent variable shows the same value, instead of cases with different values in the dependent variable, is a study affected by selecting on the dependent variable bias.
self join	A join that combines a table with itself.
semantic versioning	A standard for identifying software releases. In the version identifier `major.minor.patch`, `major` changes when a new version of software is incompatible with old versions, `minor` changes when new features are added to an existing version, and `patch` changes when small bugs are fixed.
sense vote	A preliminary vote used to determine whether further discussion is needed in a meeting.
sensitivity	Statistical measure of a classification model which gives the True Positive rate. For example, the proportion of people who have a disease that test positive. Calculated as Sensitivity = TP/(TP+FN).
sequential data	Any list of data items where the order is an inherent property of the list. Often the next item in the list is dependent on the previous item or items.
server	Typically, a program such as a database manager or web server that provides data to a client upon request.
shader	A program designed to run on the [GPU][gpu]. Generally used in graphics to calculate lighting or position vertices in a scene, though can be used for more general programming through the use of [compute shaders][#compute_shader].
shebang	In Unix, a character sequence such as `#!/usr/bin/python` in the first line of an executable file that tells the shell what program to use to run that file.
shell	A command-line interface that allows a user to interact with the operating system, such as Bash (for Unix and MacOS) or PowerShell (for Windows).
shell script	A set of commands for the shell stored in a file so that they can be re-executed. A shell script is effectively a program.
shell variable	A variable set and used in the Unix shell. Commonly used shell variables include `HOME` (the user's home directory) and `PATH` (their search path).
shiny	A R package that makes it simple to build web applications to interactively visualise and manipulate data. Often used to make interactive graphs and tables straight from R without having to know HTML, CSS or JavaScript.
short circuit test	A logical test that only evaluates as many arguments as it needs to. For example, if `A` is false, then most languages never evaluate `B` in the expression `A and B`.
short identifier (of commit)	The first few characters of a full identifier. Short identifiers are easy for people to type and say aloud, and are usually unique within a repository's recent history.
short option	A single-letter identifier for a command-line argument. Most common flags are a single letter preceded by a dash, such as `-v`.
shotgun surgery	One small feature change. A dozen files to edit. You submit the PR, then find two more files you missed.
side effect	A change made by a function while it runs that is visible after the function finishes, such as modifying a global variable or writing to a file. Side effects make programs harder for people to understand, since the effects are not necessarily clear at the point in the program where the function is called.
side effects	set_gold(amount) sounds simple enough. Except it also triggers a dancing animation and resets the payday timer. Methods that do more than their name promises hide behavior callers never asked for and debuggers never suspect.
signal (a condition)	A way of indicating that something has gone wrong in a program, or that some other unexpected event has occurred. R prefers "signalling a condition" to "raising an exception". Python, on the other hand, encourages raising and catching exceptions, and in some situations, requires it.
simple mail transfer protocol	A standard internet communication protocol for transmitting email.
simple mail transfer protocol secure	A method for securing SMTP using TLS.
single square brackets	One set of square brackets `[ ]`, used to select a structure from another structure based on an index value, or range of values, inside the square brackets.
single-threaded	A model of program execution in which only one thing can happen at a time. Single-threaded execution is easier for people to understand, but less efficient than multi-threaded execution.
singleton	A set with only one element, or a class with only one instance.
singleton pattern	A design pattern that creates a singleton object to manage some resource or service, such as a database or cache. In object-oriented programming, the pattern is usually implemented by hiding the constructor of the class in some way so that it can only be called once.
slug	An abbreviated portion of a page's URL that uniquely identifies it. In the example `https://www.mysite.com/category/post-name`, the slug is `post-name`.
snake case	See pothole case.
software distribution	A set of programs that are built, tested, and distributed as a collection so that they can run together.
source code	Source code or, simply, code, is the origin of executed code (either by means of an interpreter or compiler). It's the primarily human-produced series of commands that make up a program. (Note: Automatic code generators exist for some applications)
source distribution	A software distribution that includes the source code, typically so that programs can be recompiled on the target computer when they are installed.
special case	The if-statement that handles "one weird edge case" before the real logic begins. It was a hotfix once. It was never properly refactored. Now every future reader has to hold that branch in their head alongside everything else.
specificity	Statistical measure of a classification model which gives the True Negative rate. For example, the proportion of people who do not have a disease that test negative. Calculated as Specificity = TN/(TN+FP).
spectral analysis	From a finite record of a stationary data sequence, estimate how the total power is distributed over frequency. See also "spectrum analysis problem".
speculative generality	An abstract base class for a hierarchy that never grew. Three extra parameters for a feature you were sure someone would request. Abstractions built for a future that never arrived, cluttering the code with unused generality.
sprint	A short, intense period of work on a project.
sql	The language used for writing queries for a relational database. The term is an acronym for Structured Query Language.
square root	A special case of the n-th root for which n = 2, i.e. the 2-nd root has the special name "square root".
ssh key	A string of random bits stored in a file that is used to identify a user for SSH. Each SSH key has separate public and private parts; the public part can safely be shared, but if the private part becomes known, the key is compromised.
stack frame	A section of the call stack that records details of a single call to a specific function.
stack overflow	A question-and-answer site popular among programmers.
stale (in build)	To be out-of-date compared to a prerequisite. A build manager's job is to find and update things that are stale.
standard deviation	How widely values in a dataset differ from the mean. It is calculated as the square root of the variance.
standard error	A predefined communication channel for a process, typically used for error messages.
standard input	A predefined communication channel for a process, typically used to read input from the keyboard or from the previous process in a pipe.
standard normal distribution	A normal distribution with a mean of 0 and a standard deviation of 1. Values from normal distributions with other parameters can easily be rescaled to be on a standard normal distribution.
standard output	A predefined communication channel for a process, typically used to send output to the screen or to the next process in a pipe.
status variable	found = False. Then a loop. Then found = True somewhere inside. Then a check after. Mutable flags that complicate control flow when a direct return or a built-in would express the same logic in a single line.
stratified sampling	Selecting values by dividing the overall population into homogeneous
stream	A sequential flow of data, such as the bits arriving across a network connection or the bytes read from a file.
string	A block of text in a program. The term is short for "character string".
string interpolation	The process of inserting text corresponding to specified values into a string, usually to make output human-readable.
student's t-distribution	See t-distribution.
subcommand	A command that is part of a larger family of commands. For example, `git commit` is a subcommand of Git.
subdirectory	A directory that is below another directory.
supervised learning	A machine learning algorithm in which a system is taught to classify values given training data containing previously-classified values.
support vector machine	A supervised learning algorithm that seeks to divide points in a dataset so that the empty space between the resultant sets is as wide as possible.
synchronous	To happen at the same time. In programming, synchronous operations are ones that have to run simultaneously, or complete at the same time.
systematic error	See bias.
t-distribution	A variation on the normal distribution that is adjusted to account for estimating variance from the sample instead of knowing it in advance.
tab completion	A technique implemented by most REPLs, shells, and programming editors that completes a command, variable name, filename, or other text when the TAB key is pressed.
table	A set of records in a relational database or observations in a data frame. Tables are usually displayed as rows (each of which represents one record or observation and columns (each of which represents a field or variable.
tag (in version control)	A readable label attached to a specific commit so that it can easily be referenced later.
temperature	A hyperparameter controlling randomness in text generation.
template method pattern	A design pattern in which a parent class defines an overall sequence of operations by calling abstract methods that child classes must then implement. Each child class then behaves in the same general way, but implements the steps differently.
temporary field	A field that's null eleven months of the year and suddenly matters during one specific calculation. The object carries it everywhere, for one brief moment of relevance.
ternary expression	An expression that has three parts. Conditional expressions are the only ternary expressions in most languages.
tessellation shader	The shader stage in the rendering pipeline designated towards subdividing primitives to increase the resolution of a mesh without impacting memory. Not to be confused with geometry shaders which change the overall shape.
test data	Test data is a portion of a dataset used to evaluate the correctness of a machine learning algorithm after it has been trained. It should always be separated from the training data to ensure that the model is properly tested with unseen data.
test runner	A program that finds and runs software tests and reports their results.
test-driven development	A programming practice in which tests are written before a new feature is added or a bug is fixed in order to clarify the goal.
three vs	The volume, velocity, and variety that distinguish big data.
throw (exception)	Another term for raising an exception.
tibble	A modern replacement for R's data frame, which stores tabular data in columns and rows, defined and used in the tidyverse.
ticket	See issue.
ticketing system	See issue tracking system.
tidy data	Tabular data that satisfies three conditions that facilitate initial cleaning, and later exploration and analysis—(1) each variable forms a column, (2) each observation forms a row, and (3) each type of observation unit forms a table.
tidymodels	A collection of R packages for modeling and statistical analysis designed with a shared philosophy.
tidyverse	A collection of R packages for operating on tabular data in consistent ways.
time series	A set of measurements taken at different times, which may or may not be regular intervals.
timestamp	A digital identifier showing the time at which something was created or accessed. Timestamps should use ISO date format for portability.
token	The fundamental unit of text processed by language models. Tokens are typically subword pieces that represent common character sequences.
tolerance	How closely the actual result of a test must agree with the expected result in order for the test to pass. Tolerances are usually expressed in terms of relative error.
top-k and top-p sampling	Techniques to constrain token selection during generation.
training data	Training data is a portion of a dataset used to train machine learning algorithm to recognise similar data. It should always be separated from the test data to ensure that the model is properly tested with data it has never seen before.
tramp data	Data hitchhiking through a chain of methods that never use it. Each function accepts the parameter, ignores it, and passes it along — just so the one at the end of the line can finally read it.
transfer learning (deep learning)	Transfer learning is a specific form of deep learning that has 2 stages. First, in the pre-training phase, a neural network is trained on a (typically large) generic dataset. Second, the fine-tuning phase, the neural network is adapted to the specifics of a (typically smaller) new dataset. The idea is that the network will capture generic knowledge in the pre-training phase that is relevant for learning in the fine-tuning task.
transformer	The foundational neural network architecture for modern LLMs, introduced in 2017. Uses self-attention mechanisms to process sequences in parallel.
transitive dependency	If A depends on B and B depends on C, C is a transitive dependency of A.
transport layer security	A cryptographic protocol for securing communications over a computer network.
tree	A graph in which every node except the root has exactly one parent.
triage	To go through the issues associated with a project and decide which are currently priorities. Triage is one of the key responsibilities of a project manager.
true	The logical (Boolean) state opposite of "false". Used in logic and programming to represent a binary state of something.
true negative	Data points which are actually false and correctly predicted as false.
true positive	Data points which are actually true and correctly predicted as true.
truthy	Evaluating to true in a Boolean context.
tuple	A data type that has a fixed number of parts, such as the three color components of a red-green-blue color specification. In "Python", tuples are immutable (their values cannot be reset.)
two hard problems in computer science	Refers to a quote by Phil Karlton—"There are only two hard problems in computer science—cache invalidation and naming things." Many variations add a third problem (most often "off-by-one errors").
type coercion	To convert data from one type to another, e.g., from the integer `4` to the equivalent floating point number `4.0`.
type embedded in name	playerName, dateString, userList: the type is already in the annotation, and now it's in the name too. Redundant today, misleading tomorrow when the type changes but the name doesn't.
unary expression	An expression with one argument, such as `log 5`.
uncommunicative name	data, val, m1, temp, get_f(). The code compiles fine. Understanding it requires reverse-engineering every abbreviation the original author thought was self-evident.
unicode	A standard that defines numeric codes for many thousands of characters and symbols. Unicode does not define how those numbers are stored; that is done by standards like UTF-8.
uniform resource locator	A unique address on the World-Wide Web. URLs originally identified web pages, but may also represent datasets or database queries, particularly if they include a query string.
unit test	A test that exercises one function or feature of a piece of software and produces pass, fail, or error.
unix	UNIX is a family of operating systems developed during 1969 at AT&T Bell Labs. Its main features are simple tools, well-defined functionality and being portable by nature.
unsupervised learning	Algorithms that cluster data without knowing in advance what the groups will be.
up-vote	A vote in favor of something.
update operator	See in-place operator.
upstream repository	The remote repository from which this repository was derived. Programmers typically save changes in their own repository and then submit a pull request to the upstream repository where changes from other programmers are also collected.
user interface	Platform for interaction between a user and a machine. The interaction may occur via text (a command line interface), graphics and windows (a graphical user interface), or other methods such as voice-driven interfaces.
utf-8	A way to store the numeric codes representing Unicode characters in memory that is backward-compatible with the older ASCII standard.
variable (data)	Some attribute of a population that can be measured or observed.
variable (program)	A name in a program that has some data associated with it. A variable's value can be changed after definition.
variable arguments	In a function, the ability to take any number of arguments. R uses `...` to capture the "extra" arguments. Python uses `*args` and `**kwargs` to capture unnamed, and named, "extra" arguments, respectively.
variance	How widely values in a dataset differ from the mean. It is calculated as the average of the squared differences between the values and the mean. The standard deviation is often used instead, since it has the same units as the data, while the variance is expressed in units squared.
vector	A sequence of values, usually of homogeneous type. Vectors are the fundamental data structure in R; a scalar is just a vector with exactly one element.
vectorize	To write code so that operations are performed on entire vectors, rather than element-by-element within loops.
version control system	A system for managing changes made to software during its development.
vertex shader	The shader stage in the rendering pipeline designated towards handling operations on individual vertices in a scene. A vertex shader can be used to calculate properties of a single vertex, such as position and per-vertex lighting. Not to be confused with fragment shaders which are used to determine the actual colour being rendered to each pixel of the screen.
vertical separation	Variables declared at the top of a method, used fifty lines later. By the time you reach the logic that needs them, you've already forgotten what half the variables were for.
vignette	A long-form guide used to provide details of a package beyond the README.md or function documentation.
vim (editor)	The default text editor on Unix. Vim is a very powerful text editor, with a steeper learning curve than nano, but that allows the user to execute shell commands and use regular expressions to alter files programmatically.
virtual environment	In Python, the `virtualenv` package allows you to create virtual, disposable, Python software environments containing only the packages and versions of packages you want to use for a particular project or task, and to install new packages into the environment without affecting other virtual environments, or the system-wide default environment.
virtual machine	A program that pretends to be a computer. This may seem a bit redundant, but VMs are quick to create and start up, and changes made inside the virtual machine are contained within that VM so we can install new packages or run a completely different operating system without affecting the underlying computer.
visitor pattern	A design pattern in which the operation to be done is taken to each element of a data structure in turn. It is usually implemented by having a generator "visitor" that knows how to reach the structure's elements, which is given a function or method to call for each in turn, and that carries out the specific operation.
walk (a tree)	To visit each node in a tree in some order, typically depth-first or breadth-first.
while loop	A statement in a program that repeats one or more other statements (the loop body) as long as a condition is true.
whitespace	The space, newline, carriage return, and horizontal and vertical tab characters that take up space but do not create a visible mark. The name comes from their appearance on a printed page in the era of typewriters.
wildcard	A character expression that can match text, such as the `*` in `*.csv` (which matches any filename whose name ends with `.csv`).
workflow	A way of describing work to be done as a set of tasks, typically with dependencies on external inputs or the outputs of other tasks, which can later be executed by a program. An example is a Makefile which can be executed by the make Unix command.
xml	A set of rules for defining HTML-like tags and using them to format documents (typically data). XML was popular in the early 2000s, but its complexity led many programmers to adopt JSON, instead.
yaml	Short for "YAML Ain't Markup Language", a way to represent nested data using indentation rather than the parentheses and commas of JSON. YAML is often used in configuration files and to define parameters for various flavours of Markdown documents.
